"birthdate","deathdate","gender","label","work","subject_id"
"712","770","male","Fu Du","杜甫詩選	 Du, Fu,","http://viaf.org/viaf/108727755"
"1867-08-12","1963-05-31","female","Edith Hamilton","Echo of greece	 Roman way	 Hamilton, Edith,	 Mythology	 Mythology : timeless tales of Gods and heroes","http://viaf.org/viaf/9967846"
"1927-01-29","1989-03-14","male","Edward Abbey","Down the river	 Monkey wrench gang	 Hayduke lives! : a novel / by Edward Abbey	 Fire on the mountain	 Black sun	 Brave Cowboy	 Cactus country	 Vox clamantis in deserto	 Journey home : some words in defense of the american west	 Desert solitaire","http://viaf.org/viaf/85322062"
"1800-12-03","1849-02-08","","France Preseren","Zdravljica	 Prešernove nemške pesnitve	 Pesmi	 Krst pri Savici	 Prešeren, France,	 Zbrano delo	 Sonetje nesreče	 Sonetni venec","http://viaf.org/viaf/36935785"
"1842-01-12","1908-05-23","male","François Coppée","Henriette	 Coppée, François,	 Vrais riches	 Grève des forgerons : poëme	 Coupable	 Pater.	 Pour la couronne, drame en cinq actes, en vers	 Toute une jeunesse","http://viaf.org/viaf/46759181"
"1863-08-17","1924-12-06","","Gene Stratton Porter","Girl of the limberlost	 Daughter of the land	 Laddie","http://viaf.org/viaf/100244177"
"1949-05-04","","male","Graham Swift","Light of day	 Swift, Graham	 Shuttlecock	 Ever after	 Last orders	 Swift, Graham (1949-....).	 Mothering Sunday	 Out of this world","http://viaf.org/viaf/4942037"
"1813-02-11","1897-07-03","female","Harriet A. Jacobs","Jacobs, Harriet Ann (1813-1897).","http://viaf.org/viaf/46797650"
"1796-09-19","1849-01-06","male","Hartley Coleridge","Coleridge, Hartley,","http://viaf.org/viaf/40220624"
"1857-07-24","1943-08-21","male","Henrik Pontoppidan","Nattevagt	 De dødes rige	 Forjættede land	 Kongelige gæst	 Lykke-Per","http://viaf.org/viaf/32009973"
"1915-04-07","1958-02-03","male","Henry Kuttner","Dark world	 Fury	 Murder of Ann Avery	 Best of henry kuttner	 Kuttner, Henry.	 Man drowning	 Mutant	 Chessboard planet	 Ahead of time","http://viaf.org/viaf/109786477"
"1889-07-30","1989-09-30","male","Horace Gundry Alexander","","http://viaf.org/viaf/54186288"
"1920-03-01","1991-07-05","male","Howard Nemerov","Essays.	 Federigo, or, The power of love	 Nemerov, Howard.	 Poets on poetry	 Contemporary American poetry	 Homecoming game; a novel","http://viaf.org/viaf/68933459"
"1892-08-11","1978-09-09","male","MacDiarmid, Hugh","In Memoriam James Joyce	 MacDiarmid, Hugh,	 Poems.	 Drunk man looks at the thistle	 Correspondence.","http://viaf.org/viaf/17217819"
"1908-04-29","2006-11-10","male","Jack Williamson","Darker than you think	 Starchild	 Farthest star : The saga  of Cuckoo	 Legion of space	 Humanoid touch	 Seetee shock	 Williamson, Jack,	 Cometeers	 Best of jack williamson	 Rogue star","http://viaf.org/viaf/61553852"
"1923-07-12","","male","James Gunn","Immortals	 Alternate worlds : the illustrated history of science fiction	 Road to science fiction : from gilgamesh to wells	 Magicians	 Gunn, James,	 Joy machine	 Listeners	 Future imperfect	 This Fortress World	 Breaking point","http://viaf.org/viaf/79026940"
"1934-12-05","","female","Joan DIDION","Year of magical thinking	 Didion, Joan	 Blue nights	 Play it as it lays	 Miami	 Book of common prayer	 Salvador	 Run River	 After Henry	 Democracy.","http://viaf.org/viaf/100261335"
"1916-06-24","1986-03-30","male","John Ciardi","Ciardi, John,	 Poems.","http://viaf.org/viaf/108198403"
"1923-01-21","1997-09-12","female","Judith Merril","Tomorrow people	 Shadow on the hearth	 SF : the best of the best	 Year's best s-f","http://viaf.org/viaf/84170355"
"1914-08-26","1984-02-12","male","Julio Cortázar","Bestiario	 Cortázar, Julio	 Todos los fuegos el fuego	 Cortazar, Julio.	 Final del juego	 Tal lucas	 Sesenta y dos, modelo para armar	 Los premios	 Las armas secretas	 Historias de cronopios y de famas","http://viaf.org/viaf/12306822"
"1886-07-24","1965-07-30","male","Jun'ichirō Tanizaki","Tanizaki, Junʼichirō,	 細雪 (全)	 Manji.	 Tanizaki, Junichirō	 Kagi : Fūten rōjin nikki	 Tanizaki, Jun'ichirō	 In'ei Raisan	 痴人の愛	 刺靑／","http://viaf.org/viaf/95021658"
"1920-01-24","1944-06-09","male","Keith Castellain Douglas","Works.	 Douglas, Keith,","http://viaf.org/viaf/196548322"
"1914-06-26","1997-05-13","male","Laurie Lee","Cider with Rosie	 Moment of war	 Wonderful world of transportation	 As I walked out one midsummer morning	 Poems.	 Rose for winter	 I can't stay long	 Man must move	 Firstborn","http://viaf.org/viaf/41842816"
"1930-06-09","1988-02-07","male","Lin Carter","Jandar of Callisto	 Conan of the isles	 Conan of Aquilonia	 Giant of world's end	 Thongor against the gods	 Conan the barbarian	 Wizard of Lemuria	 Tolkien : a look behind The lord of the rings	 Conan of Cimmeria	 Conan the wanderer","http://viaf.org/viaf/9844269"
"1802-02-11","1880-10-20","female","Lydia Maria Child","Child, Lydia Maria,	 Mother's book	 Good wives","http://viaf.org/viaf/73891035"
"1938-05-25","2016-02-08","female","Margaret Forster","Hidden lives	 Private papers	 William Makepeace Thackeray : memoirs of a Victorian gentleman	 Battle for christabel	 Diary of an ordinary woman 1914-1995	 Have the men had enough?	 Lady's maid	 Memory box	 Daphne du Maurier	 Isa & May","http://viaf.org/viaf/46810587"
"1933-05-24","1985-02-16","female","Marian Engel","Engel, Marian	 Elizabeth and the golden city	 Lunatic villas","http://viaf.org/viaf/24754124"
"1823-10-09","1893-06-05","female","Mary Ann Shadd Cary","","http://viaf.org/viaf/59931033"
"1916-04-26","1999-10-09","male","Morris L. West","Ambassador	 Navigator	 Tower of babel	 Cassidy	 Harlequin	 Proteus	 West, Morris,	 The shoes of the fisherman	 Salamander	 Daughter of silence","http://viaf.org/viaf/31590256"
"1853-12-26","1932-07-20","male","René Bazin","Oberlé	 Terre qui meurt	 Il était quatre petits enfants	 Barrière	 Tache d'encre	 Roi des archers	 De toute son âme	 Sarcelle bleue	 Italiens d'aujourd'hui	 Madame Corentine","http://viaf.org/viaf/24597541"
"1917-03-01","1977-09-12","male","Robert Lowell","Lowell, Robert (1917-1977).	 Lowell, Robert	 Lowell, Robert,	 Benito Cereno	 My kinsman, Major Molineux	 Old glory	 Poems.	 Day by day","http://viaf.org/viaf/17249803"
"1945-06-11","","male","Robert N. Munsch","I have to go	 Paper bag princess	 Andrew's loose tooth	 Giant, or, Waiting for the Thursday boat	 Lighthouse : a story of remembrance	 Mud puddle	 I'm so embarrassed!	 Munsch, Robert N.	 David's father	 Jonathan cleaned up, then he heard a sound, or, Blackberry subway jam","http://viaf.org/viaf/114071541"
"1940-03-20","","male","Sapardi Djoko Damono","Sihir hujan.	 Poems.","http://viaf.org/viaf/108614799"
"1788-10-24","1879-04-30","female","Sarah Josepha Buell Hale","Mary had a little lamb	 Hale, Sarah Josepha Buell,","http://viaf.org/viaf/72222129"
"1930-08-08","1997-03-09","male","Terry Nation","Survivors	 Rebecca's world : journey to the forbidden planet","http://viaf.org/viaf/71593618"
"1936-07-22","","male","Tom Robbins","Wild Ducks Flying Backward	 Skinny legs and all	 Even cowgirls get the blues","http://viaf.org/viaf/71491365"
"1872-03-25","1943-08-22","male","Toson Shimazaki","Hakai	 Shimazaki, Tōson,	 桜の実の熟する時	 千曲川のスケッチ	 Shimazaki, Tōson","http://viaf.org/viaf/2480937"
"1893-02-05","1968-06-21","male","W.E. Johns","Johns, W. E.	 Biggles	 Biggles flies south	 Johns, William Earl,	 Biggles pockets","http://viaf.org/viaf/36920167"
"1794-10-07","1827-09-30","male","Wilhelm Müller","Winterreise	 Rom, Römer und Römerinnen	 Müller	 Griechenlieder","http://viaf.org/viaf/9898797"
"1907-11-14","2003-10-03","male","William Steig","Doctor De Soto	 Sylvester and the magic pebble	 Gorky rises	 Amos & Boris	 Spinky sulks	 Abel's island	 Wizzil	 Real thief	 Brave Irene	 Shrek","http://viaf.org/viaf/111862469"
"1923-10-29","1983-04-12","male","Desmond Bagley","Wyatt's hurricane	 Flyaway	 High citadel	 Bagley, Desmond,	 Tightrope men	 Juggernaut	 Enemy	 Bahama crisis	 Snow tiger","http://viaf.org/viaf/71360147"
"1846-10-31","1908-03-11","male","E. de De Amicis","Cuore	 Spagna	 Sull'oceano	 De Amicis	 De Amicis, Edmondo	 Costantinopoli	 Olanda	 De Amicis, Edmondo,	 Ritratti letterari.","http://viaf.org/viaf/56621064"
"1928-01-01","1984-07-14","male","Ernest Tidyman","Shaft among the Jews	 Shaft	 Shaft's big score!","http://viaf.org/viaf/71579566"
"1870-07-27","1953-07-16","male","Hilaire Belloc","Shorter history of england	 Essays.	 Danton	 How the reformation happened	 Jews	 French revolution	 Path to rome	 Belloc, Hilaire,	 Richelieu; a study	 Servile state","http://viaf.org/viaf/59113521"
"1932-05-25","2003-12-30","male","John Gregory Dunne","Studio	 Star is born	 True confessions	 Dutch Shea, Jr","http://viaf.org/viaf/110936081"
"1562-11-25","1635-08-27","male","Lope de Vega","Dama boba	 Vega, Lope de,	 Alcalde de Zalamea	 Fuenteovejuna	 Vega Carpio, Lope Félix de (1562-1635).	 Vega	 Vega, Lope de	 Arte nuevo de hacer comedias	 Caballero de Olmedo	 El peregrino en su patria","http://viaf.org/viaf/89773778"
"1839-11-16","1908-05-31","male","Louis-Honoré Fréchette","Satires et polémiques, ou, L'école cléricale au Canada","http://viaf.org/viaf/19677544"
"1957-01-07","","male","Nicholson Baker","Box of matches : a novel	 Anthologist	 Checkpoint	 Double fold	 Room temperature	 Baker, Nicholson	 The everlasting story of Nory	 Mezzanine","http://viaf.org/viaf/54187933"
"1916-12-17","2000-04-28","female","Penelope Fitzgerald","Offshore	 Means of escape	 At Freddie's	 Blue flower	 Gate of angels	 Golden child	 Beginning of spring	 Human voices	 Bookshop","http://viaf.org/viaf/4929868"
"1864-04-18","1916-04-11","male","Richard Harding Davis","Her first appearance	 White mice	 Bar sinister","http://viaf.org/viaf/69163907"
"1841-08-18","1901-06-10","male","Robert Buchanan","Buchanan, Robert Williams,","http://viaf.org/viaf/192177843"
"1950-09-06","","female","Robyn Davidson","Desert places	 Ancestors	 Tracks.","http://viaf.org/viaf/85367431"
"1880-07-28","1964-09-18","male","Sean O'Casey","The shadow of a gunman	 Silver tassie	 O'Casey, Sean	 O'Casey, Sean,	 Drums under the windows	 Autobiographies - Sunset and evening star	 Plays	 I knock at the door	 Juno and the paycock	 Red roses for me","http://viaf.org/viaf/12319997"
"1889-02-08","1966-11-26","male","Siegfried Kracauer","Kracauer, Siegfried	 Theorie des Films.	 Detektiv-roman : ein philosophischer traktat	 Strassen in Berlin und anderswo	 Kracauer	 From Caligari to Hitler	 Das Ornament der Masse","http://viaf.org/viaf/19775865"
"1946-10-02","","female","Susan McClary","","http://viaf.org/viaf/64109043"
"1893-01-10","1948-01-02","male","Vicente Huidobro","Huidobro, Vicente	 Huidobro, Vicente,	 Poesías.	 Huidobro","http://viaf.org/viaf/12329"
"1930-09-05","1993-04-28","","Walter H. Breen","Encyclopedia of U.S. and colonial proof coins, 1722-1989	 Complete encyclopedia of U.S. and colonial coins","http://viaf.org/viaf/244611490"
"1701","1776","male","Andreas Christoph Graf","","http://viaf.org/viaf/44661483"
"1901-04-10","1968-12-05","female","Helen Ferguson","Scarcity of love	 Mercury	 I am Lazarus : stories	 My soul in China : a novella and stories	 Asylum piece and other stories	 Who are you?	 Julia and the bazooka, and other stories	 Sleep has his house	 Ice	 Let me alone : a novel","http://viaf.org/viaf/59084394"
"1861-11-17","1899-02-10","male","Archibald Lampman","Lampman, Archibald,	 Poems.","http://viaf.org/viaf/7514709"
"1951-11-26","","male","Bruno K. Öijer","Öijer, Bruno K.,	 Svart som silver","http://viaf.org/viaf/12366029"
"1920-02-11","1976-09-07","male","Daniel F. Galouye","Dark universe	 Infinite man	 Scourge of screamers	 Lords of the psychon	 Simulacron-three","http://viaf.org/viaf/12825236"
"1892-06-12","1982-06-18","female","Djuna Barnes","Ryder	 Spillway	 The Antiphon	 Djuna Barnes' New York	 Barnes, Djuna	 Nightwood	 Barnes, Djuna.	 Book of repulsive women. 8 rhythms and 5 drawings	 Smoke and other stories	 James Joyce.","http://viaf.org/viaf/110217112"
"1873-05-17","1957-06-17","female","Dorothy Miller Richardson","Pilgrimage	 Pointed roofs	 The tunnel	 Deadlock	 Backwater	 Interim","http://viaf.org/viaf/64011051"
"1895-01-24","1976-04-28","male","Eugen Roth","Schweizerhäusl und andere Erzählungen","http://viaf.org/viaf/22936980"
"1940-10-15","","female","Fanny Howe","Deep north	 Howe, Fanny.","http://viaf.org/viaf/41984311"
"1825-09-24","1911-02-22","female","Frances Ellen Watkins Harper","Iola Leroy, or Shadows uplifted	 Poems	 Iola","http://viaf.org/viaf/68964118"
"1924-09-08","1964-02-25","female","Grace Metalious","Peyton Place	 Tight white collar	 No Adam in Eden","http://viaf.org/viaf/10056328"
"1837-10-27","1907-08-30","male","Ilʹi︠a︡ Grigorʹevich Chavchavadze","Gandegili.	 Poems.	 Kac'ia, adamiani","http://viaf.org/viaf/51723484"
"1864-01-21","1926-08-01","male","Israel Zangwill","Mantle of elijah	 King of schnorrers	 Ghetto tragedies	 Zangwill, Israel	 Merely Mary Ann : comedy in four acts	 Voice of jerusalem	 Dreamers of the ghetto	 Uriel Acosta.	 Italian fantasies	 Zangwill, Israel,","http://viaf.org/viaf/56617927"
"1784-05-12","1862-11-30","male","James Sheridan Knowles","Poems.	 Virginius	 Plays","http://viaf.org/viaf/59352010"
"1932-03-31","","male","John Jakes","Bastard	 Love and war	 Americans	 Jakes, John,	 Heaven and hell	 Homeland	 Titans	 California gold	 Furies	 The Rebels","http://viaf.org/viaf/99848788"
"1947","","male","Michael Aitkens","","http://viaf.org/viaf/91185004"
"1953-12-03","","male","Patrick Chamoiseau","Chamoiseau, Patrick.	 Antan d'enfance	 Chronique des sept misères : roman	 Biblique des derniers gestes	 Chamoiseau, Patrick (1953-....).	 Chamoiseau, Patrick	 Chemin Decole	 Dimanche au cachot : roman	 L'esclave vieil homme et le molosse","http://viaf.org/viaf/76313268"
"1837-02-24","1885-07-15","female","Rosalía de Castro","Poesía	 Works.	 Castro, Rosalía de,	 Follas novas	 En las orillas del Sar	 El caballero de las botas azules	 Ruinas	 Castro	 Castro, Rosalía de","http://viaf.org/viaf/51711491"
"1876-09-13","1941-03-08","male","Sherwood Anderson","Poor white	 Many marriages	 Dark laughter	 Anderson, Sherwood	 Short stories	 Story teller's story	 Death in the forest	 Horses and men : tales, long and short, from our American life	 Marching men","http://viaf.org/viaf/39372890"
"1885-02-24","1939-09-18","male","Stanisław Ignacy Witkiewicz","622 upadki Bunga, czyli Demoniczna kobieta	 Pożegnanie jesieni	 Witkiewicz, Stanisław Ignacy	 Witkiewicz, Stanisław Ignacy,	 Szewcy	 W małym dworku	 Witkiewicz, Stanislaw Ignacy,	 Dramaty	 Kurka wodna","http://viaf.org/viaf/88039095"
"1909-02-18","1993-04-13","male","Wallace Earl Stegner","Remembering laughter	 Big rock candy mountain	 Short stories	 Great American short stories	 Stegner, Wallace,	 Spectator bird	 Stegner, Wallace Earle	 Shooting star	 All the little live things","http://viaf.org/viaf/110195864"
"1813-06-21","1865-08-04","male","William Edmondstoune Aytoun","","http://viaf.org/viaf/50129468"
"1924-07-30","2017-12-07","male","William H. Gass","Cartesian sonata and other novellas	 Omensetter's luck	 In the heart of the heart of the country	 The tunnel	 Pedersen kid	 Middle C	 On being blue : a philosophical inquiry	 Willie Masters' lonesome wife	 Fiction and the figures of life","http://viaf.org/viaf/108798167"
"1857-03-30","1921-12-21","female","Gabriela Zapolska","Kaśka Kariatyda	 Żabusia	 Moralność pani Dulskiej	 Archiwum Gabrieli Zapolskiej	 Dzieła wybrane	 Sezonowa miłość	 Zapolska, Gabriela,	 Zapolska, Gabriela","http://viaf.org/viaf/36937720"
"1899-03-25","1965-07-10","male","Jacques Audiberti","Le Victorieux	 La Cavalier seul	 Audiberti, Jacques	 L'effet Glapion","http://viaf.org/viaf/68924880"
"1951-09-21","","male","Sven Birkerts","Gutenberg elegies : the fate of reading in an electronic age	 Birkerts, Sven.","http://viaf.org/viaf/2502462"
"1903-01-03","1972-11-02","male","Aleksandr Bek","Rezerv generala Panfilova : povest ́	 Новое назначение	 Panfilovt︠s︡y na pervom rubezhe; povestʹ	 Neskolʹko dneĭ : povesti i rasskazy	 Takova dolzhnostʹ. Rasskazy	 Timofeĭ Otkrytoe Serdt︠s︡e ; povesti i rasskazy	 Волоколамское шоссе : роман	 Bek, Aleksandr,	 Volokolamskoe šosse","http://viaf.org/viaf/61575734"
"1878-08-10","1957-06-26","male","Alfred Döblin","Berlin Alexanderplatz : die Geschichte vom Franz Biberkopf	 Döblin	 Die Drei Sprunge Des Wang Lun	 Döblin, Alfred	 Berge, Meere und Giganten	 Blaue tiger : roman	 Wallenstein	 Döblin, Alfred,","http://viaf.org/viaf/51688166"
"1895-11-15","1976-07-04","male","Antoni Slonimski","Archiwum Antoniego Słonimskiego	 Torpeda czasu : powieść fantastyczna	 Dwa końce świata	 Alarm	 Romans z X Muzą	 Moja podróż do Rosji	 Słonimski, Antoni","http://viaf.org/viaf/56651373"
"1885-10-29","1970-11-22","female","Anzia Yezierska","Bread givers	 Bread givers : a novel","http://viaf.org/viaf/88051032"
"1901-07-17","1938-09-17","male","Bruno Jasienski","IA zhgu Parizh	 Palę Paryż	 Jasieński, Bruno	 Человек меняет кожу : роман	 Słowo o Jakubie Szeli	 Nogi Izoldy Morgan	 Bal manekenov","http://viaf.org/viaf/74267964"
